id;employeeId;date;minutes;type;note
"cc7cc145-bdd1-4984-9153-3340c2bf273e";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-02";"240";"ADJUSTMENT";"Ajuste manual administrativo"
"3828f220-fbbf-4a9c-a073-b9dd54b02a0d";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-02";"240";"ADJUSTMENT";"Ajuste manual administrativo"
"a53a1df6-2a13-4928-86cd-6fb66ea686d7";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-02";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"5edb6a31-0dd2-44d9-80cb-c2603858f5e9";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-03";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"9a4e0b79-e696-4d2f-b5ec-826e9bc479d3";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-03";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"0f9ba83c-b99f-4c01-87c8-e4bd6a643d0b";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-03";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"0b57ae2d-f046-429d-905f-8fec28c77424";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-04";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"515f510c-0208-48e9-b518-89e66f885342";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-04";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"fd655aea-d198-45e2-83b6-0b6c88c1f188";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-04";"360";"ADJUSTMENT";"Ajuste manual administrativo"
"ba1e20ed-5874-4e60-a6f9-351621d412df";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-04";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"27fee442-b957-4a5f-ac25-fbb496f5a97f";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-05";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"c9893d4f-d683-4afc-b9cf-dbff0a8de6e2";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-05";"360";"ADJUSTMENT";"Ajuste manual administrativo"
"e18acbfe-2d2d-4e2b-b8c4-7761025d6f44";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-05";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"9481ce2c-14f9-4ba0-8002-5c54eb518de4";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-05";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"aabaa25e-0e48-4dc3-b642-9167a41df6ab";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-06";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"8265a4ab-7cfb-4e3d-ae33-e7deca07bc93";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-06";"360";"ADJUSTMENT";"Ajuste manual administrativo"
"a715dc8b-e088-47de-b45f-456d460b69aa";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-06";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"cf5296fb-872a-4a20-b360-7f62d834551e";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-07";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"d42e0f21-25ed-42c3-841d-d385485cf124";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-07";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"fb19a6fa-c6c1-4ffd-aa60-eff95344f074";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-07";"360";"ADJUSTMENT";"Ajuste manual administrativo"
"f3e77c46-9e23-465b-b02c-af327cba661c";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-07";"240";"ADJUSTMENT";"Ajuste manual administrativo"
"959ad951-550a-423a-9b51-eeeca563e1a6";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-08";"420";"ADJUSTMENT";"Ajuste manual administrativo"
"6fe6a16d-008a-4a66-ada6-016619676c7f";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-09";"240";"ADJUSTMENT";"Ajuste manual administrativo"
"8c626f27-f411-4be2-b853-c70ae7300406";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-09";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"032a3cc0-351f-4fa1-a323-030d12ac8d24";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-09";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"e81a20a4-5943-4429-b7db-da9736ce77f2";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-09";"120";"ADJUSTMENT";"Ajuste manual administrativo"
"c327a692-1003-46e5-a864-3cfad17b0925";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-10";"360";"ADJUSTMENT";"Ajuste manual administrativo"
"89ccda47-4c4b-4544-8b29-820f829ef7b9";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-10";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"afcc12ac-f81c-4969-8895-2b2d568c2aa7";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-10";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"79275e64-c2ef-4fca-91bc-323f481a704a";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-10";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"3ccdd9c7-9246-4f6a-9aed-22d3fcf0d35c";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-11";"-180";"ADJUSTMENT";"Ajuste manual administrativo"
"7f9882bd-aa65-4d58-b932-8c024ba4b2e4";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-11";"167";"ADJUSTMENT";"Ajuste manual administrativo"
"0ea973a4-0baa-4510-863e-2ba8d0fec0e4";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-11";"0";"OFF_DAY";""
"fb00948d-f1de-4afd-93dd-f07d39ad9c7d";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-11";"-6";"WORK";""
"64c56570-a3c6-477d-becf-3a9056d3ca5c";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-11";"-12";"WORK";""
"8b8a65b1-b034-4efd-a420-dc30e756ee09";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-12";"-233";"WORK";""
"ad7268b3-f8bf-41dc-a080-98e8be4ba14c";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-12";"12";"ADJUSTMENT";"Ajuste manual administrativo"
"5d9a2c4c-6408-4520-9692-c03618882fac";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-12";"12";"ADJUSTMENT";"Ajuste manual administrativo"
"fab40a33-d8b2-4c66-9675-b67ea86d3c5f";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-12";"-62";"WORK";""
"16705a70-6b6a-438b-90ac-25cf46502ee8";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-12";"12";"ADJUSTMENT";"Ajuste manual administrativo"
"f69b1b5e-a3ba-46cf-8d93-1e43bea5675e";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-12";"-25";"WORK";""
"a2301c28-e341-4ab3-a999-d0fdc055f764";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-12";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"e26e625c-af21-4702-876d-a3e5eebf23c4";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-12";"60";"ADJUSTMENT";"Ajuste manual administrativo"
"eb3677e7-a912-4094-84b0-b98bc1686e2a";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-13";"-85";"WORK";""
"f014c191-18fb-458a-915c-44fadf5e0bdf";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-13";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"9e8eb78f-e18c-47f0-80d5-c344823c6e81";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-13";"-65";"WORK";""
"3413a178-8c4a-418f-9e97-905de6199a8e";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-13";"-15";"WORK";""
"9080354d-a97c-4b5a-8d25-c6600d9d209d";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-14";"-26";"WORK";""
"cbaa41fb-62d3-4283-b4c3-27d39c41e89a";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-14";"-23";"WORK";""
"d7fabf58-1467-4f46-92a3-2616d29b26de";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-14";"226";"WORK";""
"99d2cd36-dcb7-4fd2-b907-3f754b81ed0d";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-16";"360";"ADJUSTMENT";"Ajuste manual administrativo"
"6e5dab8c-4bdd-42d7-854a-41e838b0bdc4";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-16";"240";"ADJUSTMENT";"Ajuste manual administrativo"
"b4c96e42-258b-4c56-831c-66a43c0800f3";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-16";"240";"ADJUSTMENT";"Ajuste manual administrativo"
"eba44db1-0c86-4aab-93de-6a651619e755";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-16";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"b5031ed1-b70c-4d38-9358-510fb8b6d080";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-17";"0";"HOLIDAY";""
"c1a76ea1-c5ce-4010-a900-2d6d33e4ea8f";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-17";"0";"HOLIDAY";""
"ba1529cd-f893-4feb-a08f-8218c3ed7498";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-17";"0";"HOLIDAY";""
"2a3adaaf-84c1-439c-b6c8-926e035d42e7";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-17";"0";"HOLIDAY";""
"de0258c1-bd5a-432b-8758-19d5ffad2106";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-18";"360";"ADJUSTMENT";"Ajuste manual administrativo"
"e4b9f5b0-b8a5-40bb-abcd-ca82e7366505";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-18";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"5e14cff6-ab7a-4e9d-a1b8-1b50bc82ec2f";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-18";"-7";"WORK";""
"e0962c90-7406-420c-ba4c-c02ed29bd38d";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-19";"-30";"WORK";""
"d774496f-2b20-4672-9e0e-91b00755ccea";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-19";"7";"WORK";""
"64c78e30-1833-4ea2-99a4-b12f83eb29ca";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-19";"42";"WORK";""
"65fc1393-c9c2-4d73-a512-2028a4fb7c3c";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-19";"-16";"WORK";""
"43eb3d29-ce2a-4c28-9208-c3b7d18af509";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-20";"-10";"WORK";""
"78350021-75a7-4d5e-9f41-faa16fa24c81";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-20";"-24";"WORK";""
"70a94a7f-c10f-4dab-9b81-934d265e41e5";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-20";"40";"ADJUSTMENT";"Ajuste manual administrativo"
"45253f7b-37ed-4b30-abd3-4eea310a8aa5";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-20";"14";"WORK";""
"7ecb53ee-fb09-4d9f-a759-a75706093c42";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-20";"-29";"WORK";""
"f4860f61-c1dd-4276-9c23-93d73bf1bf3d";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-21";"460";"ADJUSTMENT";"Ajuste manual administrativo"
"bf4ceac6-0839-4637-bb59-828a92cb6486";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-21";"-17";"WORK";""
"d09d057e-fff4-439a-a7a8-9cafe0cd84f8";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-21";"210";"WORK";""
"03ec3132-27e5-40f3-a96c-943738d0764f";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-22";"516";"WORK";""
"e949a9e8-d61f-4568-b2c8-4cef929a3ced";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-22";"423";"WORK";""
"4e1e24f8-9713-43ce-8fc6-5696dc6430a1";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-23";"20";"WORK";""
"818a8a68-1eb6-4b45-9f9b-b92263760032";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-23";"19";"WORK";""
"8dfa0303-ea5a-4ed5-90b6-c05fa613886d";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-23";"11";"WORK";""
"922fb587-f3ee-495f-877e-6663ab414cc1";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-24";"3";"WORK";""
"d09fa7cf-442f-4778-be75-88c7b57c1f1e";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-24";"-34";"WORK";""
"81d969d4-6349-4e85-a1fd-2fa2810dd10d";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-24";"23";"WORK";""
"65079337-83bb-48aa-804d-6af57b0a59d3";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-24";"-223";"WORK";""
"e0f56daf-b864-4b5c-b957-fdb165a60ac1";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-25";"43";"WORK";""
"98e93222-47cb-439d-b0b8-86ba81d2af4d";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-25";"-195";"WORK";""
"b15fa49a-025b-4b0f-8676-2f1a719d6e61";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-25";"-16";"WORK";""
"fa206fc0-498b-444e-976f-62451f578159";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-25";"-73";"WORK";""
"746fab8c-d43b-4130-844a-201429b56f0e";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-26";"-22";"WORK";""
"41758516-721e-424d-a6ad-1e186a76947d";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-26";"77";"WORK";""
"f6871dc9-1835-4f3f-8812-a61f44d85d0e";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-26";"-41";"WORK";""
"71a141c1-6845-45e3-8f90-4db19c6406c1";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-26";"-16";"WORK";""
"19c98106-4324-459e-bc0e-06fa9ea4fd97";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-27";"12";"WORK";""
"9630cd0c-236b-4427-b48a-1c600ae4e3e7";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-27";"76";"WORK";""
"7170de9e-e549-4ff9-a326-d415f266e155";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-27";"4";"WORK";""
"67cfe9ab-7513-440f-8e22-7618957a32aa";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-27";"-48";"WORK";""
"90f21ce6-1735-439a-af8f-6d6531c1a4bd";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-28";"88";"WORK";""
"4d95c82b-f7ef-47eb-bd91-adf5a93f160a";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-28";"598";"WORK";""
"56a03c1f-14d1-44ce-82e7-523b10d8e1f7";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-28";"78";"WORK";""
"3727a12e-d9f0-4a47-8336-3a3d42cf9cec";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-02";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"4c660416-2ab4-4f1e-acab-577bfbe73a2e";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-03-02";"360";"ADJUSTMENT";"Ajuste manual administrativo"
"3286a080-6a03-432b-8a2b-c962accef0cd";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-02";"233";"WORK";""
"65d51b39-f6f0-4f6b-8421-745e1456dc86";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-03";"-11";"WORK";""
"9990594d-7ef0-4664-b413-ae8669aa0930";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-03";"-219";"WORK";""
"a8be5ccd-c0e0-4b9f-a563-0d67fa9c0b3c";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-03";"33";"WORK";""
"184e4334-7156-4d9c-88d8-8d0db81c47f7";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-03-03";"12";"WORK";""
"9b555497-3e2e-4434-9f8f-509b2faeea15";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-04";"-22";"WORK";""
"fe31d64f-674d-4ee1-897d-145f8503113f";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-03-04";"-29";"WORK";""
"d5a76fe6-3baf-4363-b619-62b24e1639ab";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-04";"56";"WORK";""
"8c64c0b5-9189-4e79-adb2-935df80b5797";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-04";"-14";"WORK";""
"d345b9d8-e8e4-4e1b-bdd8-4110e8a8fdbb";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-05";"2";"WORK";""
"d1a5381e-9fb7-4a6a-a482-b4589ac7a824";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-03-05";"-18";"WORK";""
"fa7aeec0-d849-4622-8460-a8e881064fcf";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-05";"20";"WORK";""
"6f4ce812-bcd2-4f34-a6f0-de93ed4db89d";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-05";"-2";"WORK";""
